Charge (Wh),Charge (Ah),Voltage,Current,Time,TBAT1,TBAT2,TBAT3,TBAT4,TBRD,Cycle Number,Charge direction (chg/hold/dschg)
26.707340728919725,3.041142870387209,7.680021999999999,-1.8445748305999998,59385.882816047,265.67632000000003,266.31248,266.23296,265.51728,300.8521852,1,dschg
26.626455477873947,3.0306084997610854,7.6782234,-1.8445748305999998,59406.442423402,265.67632000000003,266.31248,266.07392,265.35824,300.8521852,1,dschg
26.547365831666813,3.0202959074823172,7.669230399999998,-1.8064516624,59426.993946023,265.59680000000003,266.31248,266.07392,265.35824,300.8521852,1,dschg
26.467557652984876,3.009896941252283,7.674626199999999,-1.8211144193999997,59447.550742471,265.59680000000003,266.392,266.392,265.51728,300.926672,1,dschg
26.388328689852877,2.999563759921345,7.667431799999998,-1.8093842138,59468.109920841,265.67632000000003,266.392,266.23296,265.35824,300.926672,1,dschg
26.308124944903238,2.989100991503253,7.665633199999999,-1.8328446249999997,59488.660471494,265.91488000000004,266.63056,266.392,265.51728,300.926672,1,dschg
26.22880557110055,2.9787487334607836,7.662035999999999,-1.8123167652,59509.224276712,265.75584000000003,266.63056,266.31248,265.43776,300.926672,1,dschg
26.149331126231566,2.968368926810213,7.6566402,-1.8181818680000001,59529.776293317,265.75584000000003,266.63056,266.23296,265.51728,300.926672,1,dschg
26.06919576905407,2.957905259309534,7.658438799999999,-1.8328446250000001,59550.328609912,265.67632000000003,266.47152,266.47152,265.43776,301.07564560000003,1,dschg
25.990009004158445,2.947555731735219,7.6512444,-1.8123167652,59570.886991307,265.59680000000003,266.55104,266.55104,265.51728,301.07564560000003,1,dschg
25.908678793614648,2.93692606075728,7.651244399999999,-1.8621701389999998,59591.436571992,265.91488000000004,266.71008,266.63056,265.67632000000003,301.07564560000003,1,dschg
25.829139040735758,2.926525508692209,7.6476472,-1.8211144194000002,59611.996503337,266.15344,266.55104,266.71008,265.59680000000003,301.07564560000003,1,dschg
25.749684134074954,2.916128715587391,7.642251399999999,-1.8211144194000002,59632.549003926,265.9944,266.7896,266.71008,265.51728,301.22461919999995,1,dschg
25.670513164146833,2.905766637317878,7.6404528,-1.8152493165999999,59653.099063595,266.15344000000005,266.86912,266.63056,265.83536000000004,301.22461919999995,1,dschg
25.590915880414435,2.8953487621191205,7.6404528,-1.8240469707999996,59673.660129903,266.07392000000004,267.02816,266.55104,265.91488000000004,301.299106,1,dschg
25.51059799374187,2.8848316211805693,7.6368556,-1.8416422791999998,59694.218795289,266.07392000000004,267.02816,266.71008,265.75584000000003,301.299106,1,dschg
25.430790495279513,2.8743788506953774,7.635057000000001,-1.8299120736,59714.782610507,266.07392,266.94864,266.7896,265.75584000000003,301.299106,1,dschg
25.35121531242941,2.8639466776184657,7.6278626,-1.8269795221999998,59735.338846973,266.23296,266.94864,266.7896,265.83536000000004,301.299106,1,dschg
25.27089574324224,2.853416916740606,7.6278626,-1.8445748305999998,59755.889457624,265.99440000000004,266.94864,267.02816,265.75584000000003,301.3735928,1,dschg
25.19161076730059,2.843017885255992,7.624265399999999,-1.8211144194000002,59776.446383068,266.31248,267.02816,266.86912,265.9944,301.5225664,1,dschg
25.11127529281759,2.8324686270990553,7.615272399999999,-1.8475073819999999,59797.002365542,266.23296,267.02816,267.02816,265.9944,301.3735928,1,dschg
25.03167696676161,2.8220211026978,7.618869599999999,-1.8299120735999999,59817.555860099,266.392,267.10768,266.94864,266.15344,301.5970532,1,dschg
